PROD_NO,PR_BATCHNO,EXPIRY,T_RATE,PUR_RATE,MRP,RATE,STKKEY,CL_STK,PUR_AC,SGST,CGST,IGST,PUR_DATE,BILL_NO,PUR_VOUNO,PUR_VOUTYP,PUR_VSERIS
   6342,14961/68,10/29,2300.0,2300.0,3780.0,2437.0,203,0,C  10,6.0,6.0,12.0,2024-07-30,C/C6183,81,PR1,2425
   6343,EASYCARE,10/29,1600.0,1600.0,7999.0,1880.0,204,0,C  10,6.0,6.0,12.0,2024-07-30,C/C6183,81,PR1,2425
   6344,PO240034A,12/25,3580.0,3580.0,7592.2,3925.0,205,0,C   6,6.0,6.0,12.0,2024-07-31,PCM/5906,82,PR1,2425
   4497,FGS1A23008,04/26,180.0,180.0,1299.0,190.0,206,0,C   6,6.0,6.0,0.0,2024-08-01,PCM/5915,83,PR1,2425
   6345,20350423,01/26,135.0,135.0,315.0,180.0,207,0,C  10,6.0,6.0,0.0,2024-07-30,C/C6183,81,PR1,2425
   6346,97117,05/25,67.0,67.0,309.0,70.0,208,0,C  14,6.0,6.0,0.0,2024-08-02,C/C10128,84,PR1,2425
   3954,V350402,11/25,61.0,61.0,123.7,65.0,209,0,C  14,6.0,6.0,12.0,2024-08-02,C/C10128,84,PR1,2425
   6347,24193,05/27,17.0,17.0,28.25,18.0,210,0,C  14,6.0,6.0,12.0,2024-08-02,C/C10128,84,PR1,2425
   5291,ATR24004,02/26,28.0,28.0,47.51,29.75,211,0,C  14,6.0,6.0,0.0,2024-08-02,C/C10128,84,PR1,2425
    617,A1A236AA,03/26,4200.0,4200.0,6970.0,4350.0,212,0,C   2,2.5,2.5,0.0,2024-08-03,NCC/29613,85,PR1,2425
   1929,M10122403C,12/25,3300.0,3300.0,10848.0,3800.0,214,0,C   2,6.0,6.0,0.0,2024-08-06,NCC/31666,87,PR1,2425
   6344,PO240034A,12/25,4100.0,4100.0,7592.2,4200.0,215,0,C   6,6.0,6.0,12.0,2024-08-08,PCM/6155,88,PR1,2425
   4978,2422604,02/26,312.5,306.25,438.0,350.0,216,0,C   6,6.0,6.0,0.0,2024-08-09,PCM/6212,89,PR1,2425
   2675,AT24099A,01/27,18.0,18.0,32.75,22.25,218,0,C   6,6.0,6.0,0.0,2024-08-13,PCM/6333,91,PR1,2425
    924,B10924009,03/26,240.0,240.0,438.33,254.0,219,0,C   2,2.5,2.5,0.0,2024-08-14,NCC/29463,92,PR1,2425
   3837,205068,04/26,170.0,170.0,2238.0,320.0,222,0,C   2,2.5,2.5,0.0,2024-08-14,NCC/29463,92,PR1,2425
   1740,N240217A,02/27,780.0,780.0,3019.5,820.0,225,0,C   2,6.0,6.0,0.0,2024-08-14,NCC/32462,93,PR1,2425
    759,B10824002,01/26,480.0,480.0,974.65,525.0,226,0,C   6,2.5,2.5,0.0,2024-08-14,PCM/6234,94,PR1,2425
    759,B10824002,01/26,480.0,480.0,974.65,525.0,227,0,C   6,2.5,2.5,0.0,2024-08-14,PCM/6280,95,PR1,2425
   3628,X026741,06/26,8680.0,8506.4,10850.0,8700.0,228,0,C   6,2.5,2.5,0.0,2024-08-14,PCM/6272,96,PR1,2425
   1893,062430F22,05/26,120.54,120.54,1163.0,138.45,229,0,C  18,6.0,6.0,12.0,2024-08-14,CCB11170,97,PR1,2425
   6275,MT241312,02/26,141.6,141.6,198.3,141.6,230,0,C   4,6.0,6.0,0.0,2024-08-15,23523,98,PR1,2425
   6349,GTF0513A,01/26,151.43,151.43,212.0,151.43,231,0,C   4,6.0,6.0,12.0,2024-08-15,23523,98,PR1,2425
   6350,TPA4F3,09/26,353.57,346.5,495.0,353.57,232,0,C  12,6.0,6.0,12.0,2024-08-15,39138,99,PR1,2425
   4139,D0992310B,08/25,120.0,120.0,1450.0,150.0,233,0,C   6,6.0,6.0,0.0,2024-08-15,SSP/132,100,PR1,2425
   3548,X022712,03/26,2992.0,2932.16,3927.0,2992.0,237,0,C   6,2.5,2.5,0.0,2024-08-16,PCM/6378,103,PR1,2425
   6344,PO240034A,12/25,4100.0,4100.0,7592.2,4200.0,238,0,C   6,6.0,6.0,12.0,2024-08-16,PCM/6404,104,PR1,2425
   3981,KP1254125,02/27,11.0,11.0,16.12,13.0,239,0,C  14,6.0,6.0,0.0,2024-08-16,11415,105,PR1,2425
   6351,27782402,05/26,22.0,22.0,66.0,26.8,240,0,C  14,6.0,6.0,12.0,2024-08-16,11415,105,PR1,2425
   3955,17319,07/26,4.0,4.0,5.6,4.65,241,0,C  14,6.0,6.0,0.0,2024-08-16,11415,105,PR1,2425
   3986,KP1568108,04/26,7.0,7.0,26.38,7.0,242,0,C  14,6.0,6.0,0.0,2024-08-16,11415,105,PR1,2425
   6352,24159,02/27,25.0,25.0,94.1,32.98,243,0,C  14,6.0,6.0,12.0,2024-08-16,11415,105,PR1,2425
   6353,24156,04/27,6.6,6.6,10.84,8.25,244,0,C  14,6.0,6.0,12.0,2024-08-16,11415,105,PR1,2425
   1913,ELH7AC4012,08/26,140.0,140.0,705.47,175.0,245,0,C  14,2.5,2.5,0.0,2024-08-16,11415,105,PR1,2425
   6313,24112,02/26,12.2,12.2,32.1,15.0,246,0,C  14,6.0,6.0,0.0,2024-08-16,11415,105,PR1,2425
   4722,IADNA2304A,11/25,120.0,120.0,207.96,147.25,247,0,C  14,6.0,6.0,0.0,2024-08-16,11415,105,PR1,2425
   4740,IDPHA1404,03/26,11.0,11.0,24.99,15.0,248,0,C  14,2.5,2.5,0.0,2024-08-16,11415,105,PR1,2425
   3976,KP247293,02/26,12.09,12.09,45.16,14.0,249,0,C  14,6.0,6.0,0.0,2024-08-16,11415,105,PR1,2425
   6347,24193,05/27,17.0,17.0,28.25,18.0,250,0,C  14,6.0,6.0,12.0,2024-08-16,11415,105,PR1,2425
   1972,E16JQ23016,11/26,1650.0,1650.0,3863.32,1860.75,251,0,C  17,6.0,6.0,0.0,2024-08-16,CR/1555,106,PR1,2425
   6354,24GA10B,12/25,16.48,16.48,47.0,24.0,252,0,C  17,2.5,2.5,5.0,2024-08-16,CR/1555,106,PR1,2425
   3828,702893,08/25,1450.0,1450.0,8360.0,1474.0,254,0,C   2,6.0,6.0,0.0,2024-08-18,NCC/34810,108,PR1,2425
   2894,4480186,05/27,140.0,140.0,1299.17,187.5,255,0,C   6,6.0,6.0,0.0,2024-08-20,PCM/6501,109,PR1,2425
   2333,7A240003,02/26,105.0,105.0,1720.0,133.5,256,0,C   2,6.0,6.0,12.0,2024-08-20,NCC/36087,110,PR1,2425
   2989,11030090,05/26,330.0,330.0,2205.4,380.0,257,0,C   2,6.0,6.0,12.0,2024-08-20,NCC/36087,110,PR1,2425
   3478,RAL-060,02/26,4900.0,4900.0,8680.0,5349.0,258,0,C   2,2.5,2.5,5.0,2024-08-22,NCC/36139,111,PR1,2425
   6289,ELF8AV4002,08/26,74.32,66.89,104.05,74.32,260,0,C   4,6.0,6.0,0.0,2024-08-22,C/C2969,112,PR1,2425
   6356,014F059,11/25,78.24,78.24,109.53,78.74,261,0,C  13,6.0,6.0,12.0,2024-08-22,C/C57389,113,PR1,2425
    815,B14224004,04/27,570.0,570.0,2538.58,600.0,262,0,C   6,2.5,2.5,0.0,2024-08-23,PCM/6597,114,PR1,2425
   6344,PO240034A,12/25,3580.0,3580.0,7592.2,4100.0,263,0,C   6,6.0,6.0,12.0,2024-08-23,PCM/6616,115,PR1,2425
   6357,L483004,04/25,21.5,21.5,113.74,27.0,264,0,C   1,2.5,2.5,5.0,2024-08-27,CH/2375,116,PR1,2425
   6358,0113N131B,06/26,405.0,405.0,660.0,443.0,265,0,C   6,2.5,2.5,5.0,2024-08-28,PCM/6174,117,PR1,2425
   2989,11030090,05/26,330.0,330.0,2205.4,370.0,266,0,C   2,6.0,6.0,12.0,2024-08-29,NCC/37450,118,PR1,2425
   6220,B300405,06/25,180.0,180.0,1677.0,200.0,267,0,C   2,6.0,6.0,0.0,2024-08-29,NCC/37450,118,PR1,2425
    924,B10924015,03/26,230.0,230.0,438.33,270.0,268,0,C   2,2.5,2.5,0.0,2024-08-29,NCC/36408,119,PR1,2425
   6359,ZIJ0692,11/25,20.0,20.0,62.2,28.0,269,0,C   1,6.0,6.0,12.0,2024-08-29,CH/2425,120,PR1,2425
   6360,MCOT-07,03/26,20.5,20.5,47.0,25.0,270,0,C   1,6.0,6.0,12.0,2024-08-29,CH/2425,120,PR1,2425
   6256,MA23180,02/25,6.5,6.5,35.0,7.5,271,0,C   1,6.0,6.0,0.0,2024-08-29,CH/2425,120,PR1,2425
   6260,PT24NS0428C,07/27,17.5,17.5,39.03,18.45,273,0,C   1,6.0,6.0,0.0,2024-08-29,CH/2425,120,PR1,2425
   6259,PT24NS0219A,07/26,9.5,9.5,22.03,12.0,274,0,C   1,6.0,6.0,0.0,2024-08-29,CH/2425,120,PR1,2425
   6362,BTH-24E305,05/27,11.5,11.5,185.0,12.0,275,0,C   1,6.0,6.0,12.0,2024-08-29,CH/2425,120,PR1,2425
   6259,PT24NS0219A,07/26,10.5,10.5,22.03,12.0,277,0,C   3,6.0,6.0,0.0,2024-08-29,DEL`,122,PR1,2425
   6344,PO240034A,12/25,3580.0,3580.0,7592.2,4200.0,278,0,C   6,6.0,6.0,12.0,2024-08-30,PCM/6831,123,PR1,2425
   6363,4IB0533,04/26,126.41,126.41,176.98,126.5,279,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6364,4SA0779,02/26,334.05,334.05,467.67,334.5,280,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6365,TMF24074,07/25,137.77,137.77,192.88,138.0,281,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6366,RBIA24002,01/27,138.76,138.76,194.27,139.0,282,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6367,4SN1047,03/26,215.1,215.1,301.14,215.1,283,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6368,4A40221,08/26,18.96,18.01,26.55,18.96,284,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6369,M620704,08/25,21.43,17.86,30.0,21.43,285,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6370,MND0076,01/26,367.36,367.36,514.31,367.36,286,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
   6371,AFB23U61,07/25,101.78,101.78,142.5,101.78,287,0,C   4,6.0,6.0,12.0,2024-08-30,C/C3141,124,PR1,2425
