BILL_NO,BILL_DT,PROD_NO,PRODID,PR_BATCHNO,QTY,QTY_SCM,QTY_REPL,AC_NO,ACCOID,MRP,PR_SRATE,PUR_RATE,PR_TRATE,PR_DISC,SGST,CGST,SGSTAMT,CGSTAMT,PR_MARGIN,DISC_AMT,DISC_SCM,EXPIRY,COMP,CHLN_NO,CHLN_DT,VOU_NO,VOU_TYPE,VKEY_NOTYP,VOU_SERIS,VOU_DATE,PR_PTR,PR_SRATE2,PR_SRATE3,PR_PER2,PR_PER3,S_CODE,PR_SCM,SUR_AMT,TOT_AMT,SCM_AMT,ADD_VINP,ADD_VINS,MRP_INCL,IF_INCL,PR_EXAMT
C/C4266,2025-06-14,   6692,0,G24K010524,4,0,0,,1016,401.0,75.0,25.0,25.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,,10/29,,,,140,PR1,  140PR1,2526,2025-06-14,75.0,75.0,75.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   3530,0,2503042005,40,0,0,,1016,173.0,50.0,37.0,37.0,0.0,3.0,3.0,44.4,44.4,0.0,0.0,,12/27,,,,140,PR1,  140PR1,2526,2025-06-14,50.0,50.0,50.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6693,0,P23CO2,1,0,0,,1016,150.0,82.5,58.0,58.0,0.0,6.0,6.0,3.48,3.48,0.0,0.0,,07/27,,,,140,PR1,  140PR1,2526,2025-06-14,82.5,82.5,82.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6694,0,G25011105,1,0,0,,1016,572.0,178.0,78.0,78.0,0.0,2.5,2.5,1.95,1.95,0.0,0.0,,12/29,,,,140,PR1,  140PR1,2526,2025-06-14,178.0,178.0,178.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6614,0,KA2501,2,0,0,,1016,299.0,120.0,26.0,26.0,0.0,9.0,9.0,4.68,4.68,0.0,0.0,,00/00,,,,140,PR1,  140PR1,2526,2025-06-14,120.0,75.0,75.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6695,0,G25B010882,1,0,0,,1016,81.0,36.45,13.5,13.5,0.0,6.0,6.0,0.81,0.81,0.0,0.0,,01/30,,,,140,PR1,  140PR1,2526,2025-06-14,36.45,36.45,36.45,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6615,0,RCARE,1,0,0,,1016,800.0,350.0,190.0,190.0,0.0,6.0,6.0,11.4,11.4,0.0,0.0,,00/00,,,,140,PR1,  140PR1,2526,2025-06-14,350.0,210.0,210.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C4266,2025-06-14,   6673,0,AYKC01734,1,0,0,,1016,849.0,522.32,490.0,490.0,0.0,6.0,6.0,29.4,29.4,0.0,0.0,,04/26,,,,140,PR1,  140PR1,2526,2025-06-14,522.32,522.32,522.32,0.0,0.0,,0.0,,,0.0,,,,,0.0
V,2025-06-17,   3930,0,394069,1,0,0,,1078,2452.0,780.0,760.0,760.0,0.0,6.0,6.0,45.6,45.6,0.0,0.0,,05/26,,,,147,PR1,  147PR1,2526,2025-06-17,780.0,775.0,775.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
V,2025-06-17,   3931,0,392042,1,0,0,,1078,581.5,214.28,140.0,140.0,0.0,6.0,6.0,8.4,8.4,0.0,0.0,,10/26,,,,147,PR1,  147PR1,2526,2025-06-17,214.28,214.28,214.28,0.0,0.0,,0.0,,,0.0,,,,,0.0
V,2025-06-17,   6498,0,1331166,1,0,0,,1078,396.4,287.0,285.8,285.8,0.0,6.0,6.0,17.15,17.15,0.0,0.0,,07/25,,,,147,PR1,  147PR1,2526,2025-06-17,287.0,295.0,295.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/26701,2025-06-27,   2907,0,28030080,1,0,0,,1003,3985.25,2401.78,1300.0,1300.0,0.0,6.0,6.0,78.0,78.0,0.0,0.0,,10/27,,,,162,PR1,  162PR1,2526,2025-06-27,2401.78,2401.78,2401.78,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/26701,2025-06-27,   2907,0,28030080,1,0,0,,1003,3985.25,2401.78,1300.0,1300.0,0.0,6.0,6.0,78.0,78.0,0.0,0.0,,10/27,,,,162,PR1,  162PR1,2526,2025-06-27,2401.78,2401.78,2401.78,0.0,0.0,,0.0,,,0.0,,,,,0.0
NCC/26701,2025-06-27,    241,0,TMGAA1508,1,0,0,,1003,341.2,187.5,140.0,140.0,0.0,6.0,6.0,8.4,8.4,0.0,0.0,,01/27,,,,162,PR1,  162PR1,2526,2025-06-27,187.5,187.5,187.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
DD,2025-07-14,   6674,0,A24AM097,100,0,0,,1064,5.96,4.0,3.5,3.5,0.0,6.0,6.0,21.0,21.0,0.0,0.0,,02/26,,,,182,PR1,  182PR1,2526,2025-07-14,4.0,4.0,4.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CR/NEUKINE,2025-07-22,   2894,0,4480218,4,0,0,,1026,1321.78,178.85,135.0,135.0,0.0,6.0,6.0,32.4,32.4,0.0,0.0,,03/28,,,,192,PR1,  192PR1,2526,2025-07-22,178.85,187.5,187.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
CM,2025-08-12,   2582,0,AB250184A,1,0,0,,1026,3588.43,1191.25,1150.0,1150.0,0.0,2.5,2.5,28.75,28.75,0.0,0.0,,04/27,,,,213,PR1,  213PR1,2526,2025-08-12,1191.25,1080.0,1080.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
GLUTAWEL,2025-08-20,   4126,0,LY032421K,15,0,0,,1003,2400.0,220.0,220.0,220.0,0.0,6.0,6.0,198.0,198.0,0.0,0.0,,11/26,,,,220,PR1,  220PR1,2526,2025-08-20,220.0,320.0,320.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NACPSY,2025-05-20,   2819,0,**,3,0,0,,1003,1262.0,190.0,170.0,170.0,0.0,6.0,6.0,30.6,30.6,0.0,0.0,,00/00,,,,93,PR1,   93PR1,2526,2025-05-20,190.0,190.0,190.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/15414,2025-06-19,   6746,0,1456,1,0,0,,1064,800.0,224.0,220.0,220.0,0.0,6.0,6.0,12.8,12.8,0.0,0.0,,05/27,,,,264,PR1,  264PR1,2526,2025-09-18,224.0,224.0,224.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/15414,2025-06-19,   1285,0,467,6,0,0,,1064,60.0,25.0,20.0,20.0,0.0,3.0,3.0,3.49,3.49,0.0,0.0,,08/27,,,,264,PR1,  264PR1,2526,2025-09-18,25.0,25.0,25.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CA/15414,2025-06-19,   6510,0,PPC050,6,0,0,,1064,80.0,38.0,34.0,34.0,0.0,6.0,6.0,11.87,11.87,0.0,0.0,,12/26,,,,264,PR1,  264PR1,2526,2025-09-18,38.0,38.0,38.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
NEOMOL,2025-09-10,   6738,0,383T865,5,0,0,,1026,574.0,42.0,38.0,38.0,0.0,6.0,6.0,11.4,11.4,0.0,0.0,,05/27,,,,236,PR1,  236PR1,2526,2025-09-10,42.0,42.0,42.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH150790,2025-08-01,   6755,0,EPWAH25004,1,0,0,,1011,46.25,35.0,33.03,33.03,0.0,6.0,6.0,1.98,1.98,0.0,0.0,,03/27,,,,289,PR1,  289PR1,2526,2025-09-19,35.0,35.0,35.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH150790,2025-08-01,   6304,0,18340893,1,0,0,,1011,336.5,250.0,240.36,240.36,0.0,6.0,6.0,14.42,14.42,0.0,0.0,,11/27,,,,289,PR1,  289PR1,2526,2025-09-19,250.0,219.64,219.64,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH150790,2025-08-01,   6756,0,UB00287,1,0,0,,1011,33.9,26.0,24.21,24.21,0.0,6.0,6.0,1.45,1.45,0.0,0.0,,12/26,,,,289,PR1,  289PR1,2526,2025-09-19,26.0,26.0,26.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH163885,2025-08-14,   6736,0,5SA0473,1,0,0,,1011,187.19,133.71,133.71,133.71,0.0,6.0,6.0,8.02,8.02,0.0,0.0,,05/27,,,,217,PR1,  217PR1,2526,2025-08-14,133.71,133.71,133.71,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH163885,2025-08-14,   6275,0,MT250592,5,0,0,,1011,218.1,158.0,155.79,155.79,0.0,6.0,6.0,46.74,46.74,0.0,0.0,,01/27,,,,217,PR1,  217PR1,2526,2025-08-14,158.0,142.4,142.4,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C8405,2025-08-12,   6518,0,J0OUT-007,20,0,0,,1016,11.4,10.45,5.4,5.4,0.0,6.0,6.0,6.48,6.48,0.0,0.0,,12/26,,,,299,PR1,  299PR1,2526,2025-09-19,10.45,10.45,10.45,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH168811,2025-08-14,   6759,0,G25RDP003,1,0,0,,1011,344.8,245.0,239.14,239.14,0.0,6.0,6.0,14.35,14.35,0.0,0.0,,03/27,,,,300,PR1,  300PR1,2526,2025-09-19,245.0,245.0,245.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH168811,2025-08-14,   6760,0,722500080,1,0,0,,1011,155.0,132.0,106.56,106.56,0.0,6.0,6.0,6.39,6.39,0.0,0.0,,02/27,,,,300,PR1,  300PR1,2526,2025-09-19,132.0,132.0,132.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CASH168811,2025-08-14,   6761,0,TDMR-1792,1,0,0,,1011,257.5,190.0,183.93,183.93,0.0,6.0,6.0,11.04,11.04,0.0,0.0,,03/27,,,,300,PR1,  300PR1,2526,2025-09-19,190.0,190.0,190.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
S/8841,2025-08-25,   6747,0,C24LN12A13,3,0,0,,1125,6625.0,1299.0,570.0,570.0,0.0,6.0,6.0,102.6,102.6,0.0,0.0,,11/26,,,,311,PR1,  311PR1,2526,2025-09-19,1299.0,1299.0,1299.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C11237,2025-09-22,   6716,0,125*040117,7,0,0,,1016,117.19,50.0,38.5,38.5,0.0,6.0,6.0,16.17,16.17,0.0,0.0,,04/28,,,,320,PR1,  320PR1,2526,2025-09-22,50.0,50.0,50.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C11237,2025-09-22,   6775,0,239*25N006,12,0,0,,1016,224.06,108.0,93.0,93.0,0.0,2.5,2.5,27.9,27.9,0.0,0.0,,12/29,,,,320,PR1,  320PR1,2526,2025-09-22,108.0,108.0,108.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C11237,2025-09-22,   6776,0,290*25N015,6,0,0,,1016,271.88,145.0,110.0,110.0,0.0,2.5,2.5,16.5,16.5,0.0,0.0,,01/30,,,,320,PR1,  320PR1,2526,2025-09-22,145.0,145.0,145.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C11237,2025-09-22,   6714,0,350*2,5,0,0,,1016,328.13,80.0,45.0,45.0,0.0,6.0,6.0,13.5,13.5,0.0,0.0,,06/28,,,,320,PR1,  320PR1,2526,2025-09-22,80.0,89.0,89.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C11237,2025-09-22,   6777,0,210*2,5,0,0,,1016,196.88,62.5,30.0,30.0,0.0,2.5,2.5,3.75,3.75,0.0,0.0,,06/28,,,,320,PR1,  320PR1,2526,2025-09-22,62.5,62.5,62.5,0.0,0.0,,0.0,,,0.0,,,,,0.0
C/C11237,2025-09-22,   6631,0,5*25022NK1,100,0,0,,1016,5.9,3.0,1.85,1.85,0.0,6.0,6.0,11.1,11.1,0.0,0.0,,05/30,,,,320,PR1,  320PR1,2526,2025-09-22,3.0,2.0,2.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
CAPETERO,2025-09-29,   2701,0,AT25247A,2,0,0,,1081,1283.9,180.0,130.0,130.0,0.0,2.5,2.5,6.5,6.5,0.0,0.0,,04/28,,,,323,PR1,  323PR1,2526,2025-09-29,180.0,195.0,195.0,0.0,0.0,,0.0,,,0.0,,,,,0.0
