TR_DATE,VOU_NO,VOU_TYPE,VOU_DATE,AC_NO,ACCOID,PROD_NO,PRODID,PR_BATCHNO,QTY,QTY_SCM,DISC_SCM,MRP,RATE,PR_PRATE,T_RATE,DISCOUNT,DISC_AMT,EXPIRY,SGST,CGST,IGST,CESS,SGSTAMT,CGSTAMT,IGSTAMT,CESSAMT,N_MRP,N_RATE,N_EXP,N_BATCHNO,SLMN_NO,FRE_REPL,IF_DISC,PR_PTR,PRFT_AMT,DOC_NO,SR_NO,RATE_2,RATE_3,STKKEY,EXTRASCM,SCM_GIVEN,SPLKEY,MAXCDPER,CDGIVEN,CDAMT,DPCO_DISC,SCHDRUG,VERSION,ORDER_NO,CR_DD,BILL_TYPE,PROCESSED,CNGORDEL,DELE,CNG_NO,CNG_DATE
2025-04-02,4,CCB,2025-04-02 11:46:03.999,,1061,   6636,,BHL24060,2,0,0.0,79.25,55.0,55.0,55.0,0.0,0.0,06/26,6.0,6.0,0.0,0.0,6.6,6.6,0.0,0.0,79.25,55.0,06/26,BHL24060,  2,0,True,55.0,0.0,,8,,,1138,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-02 00:00:00.000
2025-04-02,4,CCB,2025-04-02 11:46:03.999,,1061,   6637,,BHL24074,2,0,0.0,396.25,280.0,245.0,245.0,0.0,0.0,07/26,6.0,6.0,0.0,0.0,33.6,33.6,0.0,0.0,396.25,280.0,07/26,BHL24074,  2,0,True,280.0,70.0,,9,,,1139,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-02 11:46:16.999
2025-04-02,4,CCB,2025-04-02 11:46:16.999,,1061,   6637,,BHL24074,2,0,0.0,396.25,280.0,245.0,245.0,0.0,0.0,07/26,6.0,6.0,0.0,0.0,33.6,33.6,0.0,0.0,396.25,280.0,07/26,BHL24074,  2,0,True,280.0,70.0,,10,,,1139,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-04-02 11:46:45.000
2025-04-02,3,CCB,2025-04-02 11:44:34.999,,1093,   1927,,ELT5AE3011,1,0,0.0,3800.0,1875.0,1500.0,1500.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,112.5,112.5,0.0,0.0,3800.0,1875.0,10/26,ELT5AE3011,  2,0,False,1675.0,375.0,,6,,,196,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-02 00:00:00.000
2025-04-02,3,CCB,2025-04-02 11:44:34.999,,1093,   6586,,ITHF407,30,0,0.0,26.38,11.0,4.49,4.49,0.0,0.0,05/26,6.0,6.0,0.0,0.0,19.8,19.8,0.0,0.0,26.38,11.0,05/26,ITHF407,  2,0,True,11.0,195.3,,7,,,904,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-02 13:41:00.000
2025-04-03,6,CCB,2025-04-03 12:12:23.999,,1066,   6604,,25DB23D,7,0,0.0,214.0,46.85,45.0,45.0,0.0,0.0,01/27,6.0,6.0,0.0,0.0,19.677,19.677,0.0,0.0,214.0,46.85,01/27,25DB23D,  3,0,True,65.0,12.95,,14,,,1055,False,,,0.0,0.0,0.0,False,False,0,,,,,C,C,  1,2025-04-03 12:13:35.000
2025-04-03,5,CCB,2025-04-03 10:59:54.000,,1093,   6638,,LI532507E,50,0,0.0,470.35,130.0,99.0,99.0,0.0,0.0,01/27,2.5,2.5,0.0,0.0,162.5,162.5,0.0,0.0,470.35,130.0,01/27,LI532507E,  2,0,True,130.0,1550.0,,11,,,1142,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 10:59:54.000,,1093,   6640,,421,50,0,0.0,128.9,22.5,17.99,17.99,0.0,0.0,08/26,6.0,6.0,0.0,0.0,67.5,67.5,0.0,0.0,128.9,22.5,08/26,421,  2,0,True,22.5,225.5,,12,,,1144,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 10:59:54.000,,1093,   6639,,24GL22N,10,0,0.0,2275.0,286.4,229.0,229.0,0.0,0.0,11/26,6.0,6.0,0.0,0.0,171.84,171.84,0.0,0.0,2275.0,286.4,11/26,24GL22N,  2,0,True,286.4,574.0,,13,,,1143,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-03 12:51:32.000
2025-04-03,5,CCB,2025-04-03 12:51:32.000,,1093,   6640,,421,50,0,0.0,128.9,22.5,17.99,17.99,0.0,0.0,08/26,6.0,6.0,0.0,0.0,67.5,67.5,0.0,0.0,128.9,22.5,08/26,421,  2,0,True,22.5,225.5,,16,,,1144,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 12:51:32.000,,1093,   6639,,24GL22N,10,0,0.0,2275.0,286.4,229.0,229.0,0.0,0.0,11/26,6.0,6.0,0.0,0.0,171.84,171.84,0.0,0.0,2275.0,286.4,11/26,24GL22N,  2,0,True,286.4,574.0,,17,,,1143,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-04-03 12:52:33.999
2025-04-03,5,CCB,2025-04-03 12:52:33.999,,1093,   6640,,421,50,0,0.0,128.9,22.5,17.99,17.99,0.0,0.0,08/26,6.0,6.0,0.0,0.0,67.5,67.5,0.0,0.0,128.9,22.5,08/26,421,  2,0,True,22.5,225.5,,18,,,1144,False,,,0.0,0.0,0.0,False,False,2,,,,,C,,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 12:52:33.999,,1093,   6639,,24GL22N,10,0,0.0,2275.0,286.4,229.0,229.0,0.0,0.0,11/26,6.0,6.0,0.0,0.0,171.84,171.84,0.0,0.0,2275.0,286.4,11/26,24GL22N,  2,0,True,286.4,574.0,,19,,,1143,False,,,0.0,0.0,0.0,False,False,2,,,,,C,,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 12:52:33.999,,1093,   6638,,LI532507E,50,0,0.0,470.35,118.0,99.0,99.0,0.0,0.0,01/27,2.5,2.5,0.0,0.0,147.5,147.5,0.0,0.0,470.35,118.0,01/27,LI532507E,  2,0,True,118.0,950.0,,20,,,1142,False,,,0.0,0.0,0.0,False,False,2,,,,,C,,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 12:52:33.999,,1093,   6641,,L1542413D,75,0,0.0,705.53,130.0,109.0,109.0,0.0,0.0,03/26,6.0,6.0,0.0,0.0,585.0,585.0,0.0,0.0,705.53,130.0,03/26,L1542413D,  2,0,True,130.0,1575.0,,21,,,1145,False,,,0.0,0.0,0.0,False,False,2,,,,,C,,  1,2025-04-03 00:00:00.000
2025-04-03,5,CCB,2025-04-03 12:52:33.999,,1093,   6641,,L1542505A,25,0,0.0,705.53,130.0,109.0,109.0,0.0,0.0,12/26,6.0,6.0,0.0,0.0,195.0,195.0,0.0,0.0,705.53,130.0,12/26,L1542505A,  2,0,True,130.0,525.0,,22,,,1146,False,,,0.0,0.0,0.0,False,False,2,,,,,C,,  1,2025-04-03 12:55:32.999
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6256,,M310,1,0,0.0,65.0,15.75,7.0,7.0,0.0,0.0,07/26,6.0,6.0,0.0,0.0,0.945,0.945,0.0,0.0,65.0,15.75,07/26,M310,  2,0,True,7.5,8.75,,18,,,882,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6529,,408140,2,0,0.0,45.8,37.0,37.0,37.0,0.0,0.0,07/28,6.0,6.0,0.0,0.0,4.44,4.44,0.0,0.0,45.8,37.0,07/28,408140,  2,0,True,42.0,0.0,,19,,,616,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6624,,2403042024,1,0,0.0,173.0,50.0,48.5,48.5,0.0,0.0,05/27,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,173.0,50.0,05/27,2403042024,  2,0,True,50.0,1.5,,20,,,1061,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   4304,,6067523C,1,0,0.0,1180.0,160.0,160.0,160.0,0.0,0.0,02/28,6.0,6.0,0.0,0.0,9.6,9.6,0.0,0.0,1180.0,160.0,02/28,6067523C,  2,0,False,350.0,0.0,,21,,,633,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6631,,445022ANJI,4,0,0.0,5.4,2.0,1.9,1.9,0.0,0.0,10/29,6.0,6.0,0.0,0.0,0.48,0.48,0.0,0.0,5.4,2.0,10/29,445022ANJI,  2,0,True,2.0,0.4,,22,,,1090,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6630,,505105NG1,4,0,0.0,23.0,5.0,3.95,3.95,0.0,0.0,12/29,6.0,6.0,0.0,0.0,1.2,1.2,0.0,0.0,23.0,5.0,12/29,505105NG1,  2,0,True,5.0,4.2,,23,,,1089,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6507,,429104JG2,4,0,0.0,7.5,2.49,2.45,2.45,0.0,0.0,06/29,6.0,6.0,0.0,0.0,0.598,0.598,0.0,0.0,7.5,2.49,06/29,429104JG2,  2,0,True,3.45,0.16,,24,,,536,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6615,,DEC 24,1,0,0.0,520.0,210.0,58.0,58.0,0.0,0.0,07/27,6.0,6.0,0.0,0.0,12.6,12.6,0.0,0.0,520.0,210.0,07/27,DEC 24,  2,0,True,210.0,152.0,,25,,,1093,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6555,,ALK24013SR,2,0,0.0,11.4,7.2,6.8,6.8,0.0,0.0,03/26,6.0,6.0,0.0,0.0,0.864,0.864,0.0,0.0,11.4,7.2,03/26,ALK24013SR,  2,0,True,7.2,0.8,,26,,,762,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6561,,V4471469,1,0,0.0,46.9,19.64,15.05,15.05,0.0,0.0,09/26,2.5,2.5,0.0,0.0,0.491,0.491,0.0,0.0,46.9,19.64,09/26,V4471469,  2,0,True,19.64,4.59,,27,,,825,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   5155,,PCIB24CB02C,2,0,0.0,3787.0,650.0,500.0,500.0,0.0,0.0,01/26,6.0,6.0,0.0,0.0,78.0,78.0,0.0,0.0,3787.0,650.0,01/26,PCIB24CB02C,  2,0,False,650.0,300.0,,28,,,498,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   5156,,PCID24CA02A,2,0,0.0,1085.0,225.0,200.0,200.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,27.0,27.0,0.0,0.0,1085.0,225.0,00/00,PCID24CA02A,  2,0,False,225.0,50.0,,29,,,500,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6450,,147316,1,0,0.0,95.0,11.0,9.0,9.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,0.66,0.66,0.0,0.0,95.0,11.0,10/26,147316,  2,0,True,11.0,2.0,,30,,,399,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6494,,0425003,1,0,0.0,6.16,6.16,4.8,4.8,0.0,0.0,12/27,6.0,6.0,0.0,0.0,0.37,0.37,0.0,0.0,6.16,6.16,12/27,0425003,  2,0,True,6.16,1.36,,31,,,1147,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6643,,**,1,0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,0.24,0.24,0.0,0.0,4.0,4.0,00/00,**,  2,0,True,4.0,3.0,,32,,,1149,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 00:00:00.000
2025-04-03,8,CCB,2025-04-03 18:56:54.999,,1022,   6642,,**,1,0,0.0,225.0,225.0,220.0,220.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,13.5,13.5,0.0,0.0,225.0,225.0,00/00,**,  2,0,True,225.0,5.0,,33,,,1148,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-03 19:35:26.999
2025-04-03,8,CCB,2025-04-03 19:35:26.999,,1022,   6583,,25DB39Y,1,0,0.0,69.8,22.0,16.99,16.99,0.0,0.0,01/27,6.0,6.0,0.0,0.0,1.32,1.32,0.0,0.0,69.8,22.0,01/27,25DB39Y,  2,0,True,22.0,5.01,,34,,,1141,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-04-03 19:58:50.999
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6583,,25DB39Y,1,0,0.0,69.8,22.0,16.99,16.99,0.0,0.0,01/27,6.0,6.0,0.0,0.0,1.32,1.32,0.0,0.0,69.8,22.0,01/27,25DB39Y,  2,0,True,22.0,5.01,,35,,,1141,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6256,,M310,1,0,0.0,65.0,46.43,7.0,7.0,0.0,0.0,07/26,6.0,6.0,0.0,0.0,2.786,2.786,0.0,0.0,65.0,46.43,07/26,M310,  2,0,True,7.5,39.43,,36,,,882,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6494,,0425003,1,0,0.0,6.16,6.16,4.8,4.8,0.0,0.0,12/27,6.0,6.0,0.0,0.0,0.37,0.37,0.0,0.0,6.16,6.16,12/27,0425003,  2,0,True,6.16,1.36,,37,,,1147,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6516,,PT24NS0019B,2,0,0.0,29.62,21.16,15.5,15.5,0.0,0.0,07/26,6.0,6.0,0.0,0.0,2.539,2.539,0.0,0.0,29.62,21.16,07/26,PT24NS0019B,  2,0,True,20.0,11.32,,38,,,568,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6624,,2403042024,1,0,0.0,173.0,50.0,48.5,48.5,0.0,0.0,05/27,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,173.0,50.0,05/27,2403042024,  2,0,True,50.0,1.5,,39,,,1061,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   4304,,6067523C,1,0,0.0,1180.0,842.86,160.0,160.0,0.0,0.0,02/28,6.0,6.0,0.0,0.0,50.572,50.572,0.0,0.0,1180.0,842.86,02/28,6067523C,  2,0,False,350.0,682.86,,40,,,633,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6631,,445022ANJI,4,0,0.0,5.4,5.4,1.9,1.9,0.0,0.0,10/29,6.0,6.0,0.0,0.0,1.296,1.296,0.0,0.0,5.4,5.4,10/29,445022ANJI,  2,0,True,2.0,14.0,,41,,,1090,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6630,,505105NG1,4,0,0.0,23.0,23.0,3.95,3.95,0.0,0.0,12/29,6.0,6.0,0.0,0.0,5.52,5.52,0.0,0.0,23.0,23.0,12/29,505105NG1,  2,0,True,5.0,76.2,,42,,,1089,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6507,,429104JG2,4,0,0.0,7.5,6.45,2.45,2.45,0.0,0.0,06/29,6.0,6.0,0.0,0.0,1.548,1.548,0.0,0.0,7.5,6.45,06/29,429104JG2,  2,0,True,3.45,16.0,,43,,,536,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6615,,DEC 24,1,0,0.0,520.0,210.0,58.0,58.0,0.0,0.0,07/27,6.0,6.0,0.0,0.0,12.6,12.6,0.0,0.0,520.0,210.0,07/27,DEC 24,  2,0,True,210.0,152.0,,44,,,1093,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6643,,**,1,0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,0.24,0.24,0.0,0.0,4.0,4.0,00/00,**,  2,0,True,4.0,3.0,,45,,,1149,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6555,,ALK24013SR,1,0,0.0,11.4,7.2,6.8,6.8,0.0,0.0,03/26,6.0,6.0,0.0,0.0,0.432,0.432,0.0,0.0,11.4,7.2,03/26,ALK24013SR,  2,0,True,7.2,0.4,,46,,,762,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6561,,V4471469,1,0,0.0,46.9,33.5,15.05,15.05,0.0,0.0,09/26,2.5,2.5,0.0,0.0,0.838,0.838,0.0,0.0,46.9,33.5,09/26,V4471469,  2,0,True,19.64,18.45,,47,,,825,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   5155,,PCIB24CB02C,2,0,0.0,3787.0,650.0,500.0,500.0,0.0,0.0,01/26,6.0,6.0,0.0,0.0,78.0,78.0,0.0,0.0,3787.0,650.0,01/26,PCIB24CB02C,  2,0,False,650.0,300.0,,48,,,498,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   5156,,PCID24CA02A,2,0,0.0,1085.0,385.71,200.0,200.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,46.285,46.285,0.0,0.0,1085.0,385.71,00/00,PCID24CA02A,  2,0,False,225.0,371.42,,49,,,500,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6450,,147316,1,0,0.0,95.0,95.0,9.0,9.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,5.7,5.7,0.0,0.0,95.0,95.0,10/26,147316,  2,0,True,11.0,86.0,,50,,,399,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-03 19:58:50.999,,1022,   6642,,**,1,0,0.0,225.0,225.0,220.0,220.0,0.0,0.0,00/00,6.0,6.0,0.0,0.0,13.5,13.5,0.0,0.0,225.0,225.0,00/00,**,  2,0,True,225.0,5.0,,51,,,1148,False,,,0.0,0.0,0.0,False,False,2,,,,,C,D,  1,2025-04-04 11:14:46.999
2025-04-03,8,CCB,2025-04-04 11:14:46.999,,1022,   6588,,24DI15B,30,0,0.0,157.0,57.0,38.99,38.99,0.0,0.0,02/26,6.0,6.0,0.0,0.0,102.6,102.6,0.0,0.0,157.0,57.0,02/26,24DI15B,  2,0,True,57.0,540.3,,52,,,912,False,,,0.0,0.0,0.0,False,False,3,,,,,C,,  1,2025-04-04 00:00:00.000
2025-04-03,8,CCB,2025-04-04 11:14:46.999,,1022,   6609,,24DG35A,10,0,0.0,379.0,75.0,49.99,49.99,0.0,0.0,12/25,6.0,6.0,0.0,0.0,45.0,45.0,0.0,0.0,379.0,75.0,12/25,24DG35A,  2,0,True,85.0,250.1,,53,,,1014,False,,,0.0,0.0,0.0,False,False,3,,,,,C,,  1,2025-04-04 11:15:00.999
2025-04-07,14,CCB,2025-04-07 12:33:21.000,,1022,   1678,,DB2410B,1,0,0.0,2499.0,920.0,650.0,650.0,0.0,0.0,06/27,6.0,6.0,0.0,0.0,55.2,55.2,0.0,0.0,2499.0,920.0,06/27,DB2410B,  2,0,True,820.0,270.0,,28,,,590,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-09 10:19:05.000
2025-04-12,22,CCB,2025-04-12 13:53:14.999,,1093,   2706,,GD25198A,10,0,0.0,570.0,407.14,359.02,407.14,0.0,0.0,02/27,6.0,6.0,0.0,0.0,244.284,244.284,0.0,0.0,570.0,407.14,02/27,GD25198A,  2,0,False,407.14,481.2,,51,,,1170,False,,,0.0,0.0,0.0,False,False,0,,,,,C,C,  1,2025-04-12 13:54:50.000
2025-04-14,24,CCB,2025-04-14 09:02:37.999,,1061,   2207,,DMTA2427G,10,0,0.0,40.0,28.57,26.57,28.57,0.0,0.0,09/27,6.0,6.0,0.0,0.0,17.142,17.142,0.0,0.0,40.0,28.57,09/27,DMTA2427G,  2,0,False,28.57,20.0,,55,,,1177,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-14 00:00:00.000
2025-04-14,24,CCB,2025-04-14 09:02:37.999,,1061,   2894,,4480209,10,0,0.0,1299.17,178.85,130.0,130.0,0.0,0.0,10/27,6.0,6.0,0.0,0.0,107.31,107.31,0.0,0.0,1299.17,178.85,10/27,4480209,  2,0,True,178.85,488.5,,56,,,1179,False,,,0.0,0.0,0.0,False,False,0,,,,,C,D,  1,2025-04-14 09:02:50.999
2025-04-14,24,CCB,2025-04-14 09:02:50.999,,1061,   2207,,DMTA2427G,10,0,0.0,40.0,28.57,26.57,28.57,0.0,0.0,09/27,6.0,6.0,0.0,0.0,17.142,17.142,0.0,0.0,40.0,28.57,09/27,DMTA2427G,  2,0,False,28.57,20.0,,57,,,1177,False,,,0.0,0.0,0.0,False,False,1,,,,,C,,  1,2025-04-14 09:03:27.999
2025-04-14,29,CCB,2025-04-14 14:09:11.999,,1061,   2894,,4480212,2,0,0.0,1299.17,178.0,135.0,135.0,0.0,0.0,12/27,6.0,6.0,0.0,0.0,21.36,21.36,0.0,0.0,1299.17,178.0,12/27,4480212,  2,0,True,178.85,86.0,,75,,,1189,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-14 00:00:00.000
2025-04-14,29,CCB,2025-04-14 14:09:11.999,,1061,   2894,,4480202,1,0,0.0,1299.17,178.0,130.0,130.0,0.0,0.0,10/27,6.0,6.0,0.0,0.0,10.68,10.68,0.0,0.0,1299.17,178.0,10/27,4480202,  2,0,True,178.85,48.0,,76,,,955,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-14 14:11:48.999
2025-04-15,2,CSB,2025-04-15 18:04:19.999,,5,   6269,,NSK0233,2,0,0.0,107.52,48.0,42.0,42.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,5.76,5.76,0.0,0.0,107.52,48.0,10/26,NSK0233,  2,0,True,48.0,12.0,,81,,,1190,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:04:19.999,,5,   6651,,NSK0225,2,0,0.0,107.52,52.0,44.0,44.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,6.24,6.24,0.0,0.0,107.52,52.0,10/26,NSK0225,  2,0,True,52.0,16.0,,82,,,1191,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:04:19.999,,5,   6292,,1124024L,2,0,0.0,77.0,35.0,22.0,22.0,0.0,0.0,10/29,6.0,6.0,0.0,0.0,4.2,4.2,0.0,0.0,77.0,35.0,10/29,1124024L,  2,0,True,35.0,26.0,,83,,,1192,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:04:19.999,,5,   3940,,L1356,2,0,0.0,36.28,27.0,22.31,23.0,0.0,0.0,12/26,6.0,6.0,0.0,0.0,3.24,3.24,0.0,0.0,36.28,27.0,12/26,L1356,  2,0,False,27.0,9.38,,84,,,1193,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:04:19.999,,5,   6652,,KOSMED,1,0,0.0,95.83,32.0,17.5,17.5,0.0,0.0,11/27,6.0,6.0,0.0,0.0,1.92,1.92,0.0,0.0,95.83,32.0,11/27,KOSMED,  2,0,True,32.0,14.5,,85,,,1194,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:04:19.999,,5,   6653,,2411204,1,0,0.0,287.5,105.0,51.0,51.0,0.0,0.0,12/26,6.0,6.0,0.0,0.0,6.3,6.3,0.0,0.0,287.5,105.0,12/26,2411204,  2,0,True,105.0,54.0,,86,,,1195,False,,,0.0,0.0,0.0,False,False,0,,,,,C,,  1,2025-04-15 18:05:27.999
2025-04-15,2,CSB,2025-04-15 18:05:27.999,,5,   6269,,NSK0233,2,0,0.0,107.52,48.0,42.0,42.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,5.76,5.76,0.0,0.0,107.52,48.0,10/26,NSK0233,  2,0,True,48.0,12.0,,87,,,1190,False,,,0.0,0.0,0.0,False,False,1,,,,,C,D,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:05:27.999,,5,   6651,,NSK0225,2,0,0.0,107.52,52.0,44.0,44.0,0.0,0.0,10/26,6.0,6.0,0.0,0.0,6.24,6.24,0.0,0.0,107.52,52.0,10/26,NSK0225,  2,0,True,52.0,16.0,,88,,,1191,False,,,0.0,0.0,0.0,False,False,1,,,,,C,D,  1,2025-04-15 00:00:00.000
2025-04-15,2,CSB,2025-04-15 18:05:27.999,,5,   6292,,1124024L,2,0,0.0,77.0,35.0,22.0,22.0,0.0,0.0,10/29,6.0,6.0,0.0,0.0,4.2,4.2,0.0,0.0,77.0,35.0,10/29,1124024L,  2,0,True,35.0,26.0,,89,,,1192,False,,,0.0,0.0,0.0,False,False,1,,,,,C,D,  1,2025-04-15 00:00:00.000
